title,founded,website,twitter,facebook,gplus,youtube,rss,description
"Public Herald, US", 2011,http://www.publicherald.org/,https://twitter.com/PublicHerald,https://fb.com/publicherald,https://plus.google.com/112397218529564677768/videos,,http://feeds.feedburner.com/publicherald,"Public Herald is fearless investigative journalism. Co-founded in 2011 by investigative journalists Joshua Pribanic and Melissa Troutman, Public Herald’s mission is two-fold: truth + creativity. We use investigative journalism and art to empower readers and hold accountable those who put the public at risk. Overall, we aim to be media by and for the public interest. Our independence is guaranteed."
"Publica, Brazil", 2011,http://www.apublica.org/,https://twitter.com/agenciapublica,https://fb.com/agenciapublica,,http://www.youtube.com/profile?user=apublica,http://www.apublica.org/feed/,"Publica is the first not-for-profit investigative journalism center in Brazil. Founded by a team of women journalists, it aims to bring journalism back to its essence: public service."
"Quinto Elemento Lab, Mexico", 2016,www.quintoelab.org,https://twitter.com/quintoelab,https://fb.com/quintoelab/?ref=br_rs,,,,"Quinto Elemento Lab, or the Fifth Element, was founded in 2016 by four renowned Mexican investigative reporters to work with and mentor Mexican journalists through the progress of their investigations. Its projects include grants, fellowships, and support in investigation, editing, design, visualization and diffusion. Quinto Elemento’s staff also publish their own investigations, ranging from corruption and money laundering to the uncovering of mass graves in Mexico."
"Regional Press Development Institute, Ukraine",,http://www.irrp.org.ua/,https://twitter.com/irrp,https://fb.com/irrp.irrp,,,http://www.irrp.org.ua/rss.xml,"The Regional Press Development Institute has become a leading Ukrainian NGO supporting investigative journalism in Ukraine. Since 2007 it has been providing extensive investigative journalism training, as well as legal consultations, pre-publication screening, defense in the courts and media law training. RPDI supports networking of Ukrainian investigative reporters, established annual all-Ukrainian conferences for investigative journalists (which took place in 2008, 2009, 2010 and 2012), and contributed to hosting of the 7th Global Investigative Journalism Conference in Kyiv in 2011."
Regional Press Institute (Russia), 2003,http://www.rpinw.spb.ru/,,,,,,"Regional Press Institute (Russia) contributes to the formation and development of independent media in Russia by organizing and holding seminars for reporters, editors and other media staff. It is a partner-organizer of GIJN-member International Media Support (IMS) in support of “Muckrakers-Russia” network and structure for investigative journalists in North-West Russia. Investigations have included projects focused on Russia and cross-border reports with journalists from neighboring countries."
"Repórter Brasil, Brazil",,reporterbrasil.org.br,https://twitter.com/reporterb,https://fb.com/ONGReporterBrasil,https://plus.google.com/+reporterbrasil,https://www.youtube.com/user/reporterbrasil,http://reporterbrasil.org.br/feed-rss/,"Repórter Brasil is a nonprofit organization founded by journalists, social scientists and educators with the aim of bringing attention and action to the violation of fundamental rights of people and workers in Brazil. Its journalists have won over 20 awards for coverage of human rights and social and environmental issues, including the Gabriel García Márquez Journalism Award, while their stories have influenced public policy and served as a reference for others in the media."
"Republik, Switzerland", 2017,republik.ch,https://twitter.com/RepublikMagazin,https://fb.com/RepublikMagazin,,,,"Republik is creating a new business model for journalism that places readers at the center. Its digital magazine Republik (in German) launched in January 2018 and is headquartered in Zürich, Switzerland. Republik is completely independent, reader-owned and ad free. Republik’s mother company, Project R is an open-source cooperative with close to 20,000 members, and they share knowledge, software and business insights with other projects who also want to foster democracy and free speech around the world. More information about Project R at www.project-r.construction"
"RISE Project, Romania",,http://www.riseproject.ro/,https://twitter.com/riseprojectro,https://fb.com/RiseProjectRo,,,,"The RISE Project is a Romania-based NGO of investigative journalists, activists, programmers, and graphic designers who use cutting-edge investigation techniques and technology to generate investigative reporting on local and cross-border organized crime and corruption networks. RISE produces articles, visual databases, and advanced tools, and educates journalists and the public in researching complex corporate structures used by organized crime and corrupt officials. RISE is developing a project called Visual Investigative Scenarios, an online software, which provides exportable, customizable, dynamic, html5 visualization templates. A beta version of VIS is available for public testing at www.vis.occrp.org."
RISE-Moldova, 2014,http://www.rise.md,https://twitter.com/risemoldova,https://fb.com/risemoldova,,,,"RISE-Moldova, the Association of Investigative Reporters and Editorial Security, is based in Chisinau. Established in 2014, RISE-Moldova is the sister group to Romania’s RISE Project. The group works with journalists, activists, and programmers to conduct cross-border investigations across Eastern Europe. It also trains investigative journalists and offers logistical and consulting support."
Rivne Investigative Reporting Agency, 2006,http://4vlada.com/,,,,,,"The Rivne Investigative Reporting Agency is a non-profit team of journalists based in western Ukraine. Created in 2006, the award-winning organization publishes its own multimedia investigations on a monthly basis and provides them free for republishing by other media."
Romanian Center for Investigative Journalism (CRJI), 2001,http://crji.org/,,https://fb.com/CRJI.org,,,https://www.crji.org/blog/?feed=rss2,"The Romanian Center for Investigative Journalism’s mission is to deconstruct and expose corrupt structures of power, enhance investigative journalism and to create an interdisciplinary community of collectors and disseminators of relevant and verifiable information. Launched in 2001, RCIJ focused primarily on publishing investigative reports about organized crime (local and international), media, human rights abuses, networks of power, the environment, resources, energy and sports. Its location in Europe allows the center to be involved with a number of cross-border investigations and to publish its work in the European Union, the Balkans, and the Black Sea region."
Russian Foundation for Investigative Journalism,,http://www.foundation19-29.com/index.php,,,,,,"Foundation 19/29 is the first NGO in Russia to defend the interests of investigative journalists, the most endangered part of the journalistic community. Its mission is to facilitate investigations into crimes against colleagues and to render support – professional, judicial, financial to those in trouble due to their work; help investigative reporters all over the country to develop their professional skills, taking advantage of the modern media technologies; merge potential of professional and citizen journalism to achieve high-standard broad investigative reporting"
"Schuster Institute for Investigative Journalism, US", 2004,http://www.brandeis.edu/investigate/,https://twitter.com/SchusterInst,https://fb.com/SchusterInstitute,,,http://www.brandeis.edu/investigate/rss.xml,"The Elaine and Gerald Schuster Institute for Investigative Journalism, the nation’s first investigative reporting center based at a university, was launched in September 2004 to help fill the void in high-quality public interest and investigative journalism—and to counter the increasing corporate control of what Americans read, see, and hear."
Scoop, 2003,http://www.i-scoop.org/,,https://fb.com/pages/Scoop-Supporting-Investigative-Journalism/206040606135897,,,http://i-scoop.org/scoop/feed/,"SCOOP is founded by the Danish Association of Investigative Journalists and supports investigations in Eastern Europe, Russia, Caucasus and Central Asia."
Serbian Center for Investigative Journalism (CINS), 2008,http://www.cins.rs/srpski,https://twitter.com/CINSerbia,https://fb.com/Centar-za-istraživačko-novinarstvo-u-Srbiji/399259331468,,,,
"Slidstvo.info, Ukraine", 2014,http://slidstvo.info/,,https://fb.com/slidstvo.info?fref=ts,,,,"NGO “Slidstvo.info” is a Ukrainian investigative project focusing on high scale crimes, political  corruption and war crimes. Organization’s key product is a weekly investigative program “Slidstvo.info” that is broadcasted by the “First National”, “24” and “ZIK” TV channels, internet  television “Hromadske TV” (Public TV) and 15 regional TV channels."
"Soma Foundation, Hungary", 2001,http://www.gsoma.hu/,,,,,,"The Gőbölyös József “Soma” Foundation seeks to enhance the functioning of democracy in Hungary by providing awards, stipends and legal defense to investigative journalists working toward greater transparency and accountability in society. The Foundation was established in 2001 to honor the memory of Gőbölyös József, or simply Soma to those who loved him, a pioneer in investigative journalism in Hungary who viewed the pursuit of hidden truth as essential for democracy to develop and remain strong and resilient."
Stockholm School of Economics (SSE Riga) Centre for Media Studies, 2009,http://www.sseriga.edu/en/centres/media-centre/,,,,,,"The Media Centre offers further education in investigative journalism and business reporting and organizes regularly workshops and seminars in these fields. Further – once a year, in August – a international three-day seminar is held, focusing on three subjects/skills of major importance for quality journalism. The Centre is run within the framework of Stockholm School of Economics in Riga and is supported by The Anders foundation in Sweden since 2009."
"Svidomo, Ukraine", 2011,http://www.svidomo.org/,,https://fb.com/svidomo?fref=ts,,,http://www.svidomo.org/rss/feed.xml,"Svidomo is an organization running the investigative bureau “Svidomo”, which was one of the first investigative reporting agencies in Ukraine. Investigations done by “Svidomo” were distributed on subscription basis to 27 media in different regions of Ukraine."
Tanzania Media Foundation (Tanzania), 2008,http://www.tmf.or.tz/,https://twitter.com/NewTMF,https://fb.com/tanzaniamediafoundation/,,,,"Tanzania Media Foundation (Tanzania), formerly Tanzania Media Fund, enables investigative and public interest journalism through funding and learning activities and facilitates critical reflection and learning for journalists and other media stakeholders. TMF also promotes rural reporting, specialization and mentorship and media business transformation for sustainable independent journalism."
Texas Observer (USA), 1954,https://www.texasobserver.org/,https://twitter.com/TexasObserver ,https://fb.com/texasobserver,,,,"Texas Observer (USA) is an Austin-based US nonprofit news organization known for fearless investigative reporting, narrative storytelling and sophisticated cultural criticism about all things Texan. The nonprofit Texas Democracy Foundation publishes the Texas Observer bimonthly magazine and texasobserver.org. Since its founding in 1954, the Observer has covered issues that are often ignored or under-reported by other media."
"The Bristol Cable, UK", 2014,https://thebristolcable.org/,https://twitter.com/TheBristolCable,https://fb.com/thebristolcable/,,,,"The Bristol Cable is redefining local journalism through challenging multimedia, community action and cooperative ownership. Founded in 2014 in Bristol U.K, we are an online and print magazine led by features and investigations of local relevance with national and international significance. Through high quality training and a pioneering member owned model we seek to increase access to journalism for a diverse community and forge a new replicable model for financing quality media."
"The Bureau of Investigative Journalism (TBIJ), UK", 2010,http://www.thebureauinvestigates.com/,https://twitter.com/TBIJ,https://fb.com/thebureauinvestigates?fref=ts,,,,"The Bureau of Investigative Journalism is an independent not-for-profit organisation. Established in April 2010, the Bureau is the first of its kind in the UK, where philanthropically funded journalism is rare. Its team of journalists bolsters original news by producing high-quality investigations for press and broadcast media with the aim of educating the public and the media on both the realities of today’s world and the value of honest reporting."
"The Reporter, Taiwan",,https://www.twreporter.org/,,https://fb.com/twreporter/,,,,"The Reporter (Taiwan) is a non-profit media organization founded by The Reporter Foundation and relies on public donation. They strive to produce in-depth reports, track issues at stake and conduct investigative journalism. At the end of 2016, a major investigative report “Far-Sea Fishery & Slavery at Sea” was published and an immediate success. The report hit the headlines of TV news and daily newspapers in Taiwan, and right afterwards, the Taiwanese government publicly apologized for what had happened and promised to change the old policy and regulation."
"The War Horse News, United States", 2016,http://www.thewarhorse.org/,https://twitter.com/thewarhorsenews,https://fb.com/TheWarHorseNews/,,,,"The War Horse News (United States) is the only nonprofit newsroom dedicated to investigating both the Departments of Defense and Veterans Affairs in the U.S. Their team publishes fact-based, public service journalism on behalf of more than 4 million Post-9/11 veterans, their families and fellow citizens. The War Horse is the only military and veteran-focused newsroom to co-publish with Vanity Fair and the Center for Investigative Reporting. Within its first year of publishing their reporting has changed military law and sparked congressional and federal investigations into pandemic sexual exploitation throughout the Defense Department."
"Toni Stabile Center for Investigative Journalism, US",,http://stabilecenter.org/,,,,,,"The Stabile Center for Investigative Journalism is dedicated to training students for distinguished careers in investigative journalism. Teaching investigative journalism is a core mission of The Journalism School. Some of the best investigative journalists in the country teach at Columbia and many other professors use investigative techniques in courses not explicitly labeled with the “I” word. In 2006, the Journalism School expanded and consolidated its investigative offerings by establishing the Toni Stabile Center for Investigative Journalism."
"University of Gothenburg Dept. of Journalism, Media and Communication, Sweden", 1960,http://jmg.gu.se/english/?languageId=100001&contentId=-1&disableRedirect=true&returnUrl=http%3A%2F%2Fjmg.gu.se%2F,,,,,,"The University of Gothenburg is a public institution, financed by taxes, and has served as a centre for education and research within journalism and media since the 1960s. JMG, the Department of Journalism, Media and Communication at the University of Gothenburg is one of northern Europe’s most well-renowned institutions in its field. The journalism programme is currently ranked as the best in the nation by the Swedish Higher Education Authority. JMG focus on investigative journalism throughout the journalism programme, culminating in a last semester of producing a real investigative piece. A number of students have received recognition and prizes for their stories."
VERA Files (Philippines), 2008,http://verafiles.org/,https://twitter.com/verafiles,https://fb.com/verafiles/,,,,"VERA Files is a nonstock, nonprofit independent media organization registered with the Philippine Securities and Exchange Commission. Founded in March 2008, it is composed of veteran Filipino journalists taking a deeper look into current Philippine issues. It also undertakes Investigative Journalism training and mentoring of journalists, students and civil society organizations."
"Waseda Chronicle, Japan", 2017,http://www.wasedachronicle.org,https://twitter.com/WasedaChronicle,https://fb.com/WasedaChronicle/,,https://www.youtube.com/channel/UCtWIsHX3ysU9VjQ9x1-DmSg,,"The Waseda Chronicle is an independent non-profit newsroom dedicated to investigative journalism in Tokyo. The Chronicle began as a project of the Institute for Journalism at Waseda University on February 1, 2017, with an inaugural issue featuring the series “Journalism for Sale.” It was established as Japan’s first university-based center for investigative journalism. A year after its inception, the Chronicle became independent from Waseda University, becoming Japan’s first investigative journalism NGO. The Chronicle continues to collaborate with Waseda University, aiming to educate students and foster the next generation of investigative journalists who will contribute to create a critical and innovative journalism in Japan."
Wisconsin Center for Investigative Journalism, 2009,http://wisconsinwatch.org,https://twitter.com/WisWatch,https://fb.com/WisWatch,https://plus.google.com/108118622730739778525/about,,http://wisconsinwatch.org/feed/,"The Wisconsin Center for Investigative Journalism began in 2009 and is housed at the University of Wisconsin-Madison’s School of Journalism. WCIJ is nonpartisan and nonprofit, and collaborates with local news organizations to increase the quality and quantity of investigative reporting in Wisconsin (population 6 million), while training current and future generations of investigative journalists. Since its launch, the Center has distributed more than 155 major reports, ranging from the dairy industry and campus sexual assault to DNA testing that frees innocent prisoners."
Wole Soyinka Centre for Investigative Journalism, 2005,www.wscij.org,https://twitter.com/WSoyinkaCentre,https://fb.com/pages/Wole-Soyinka-Award-for-Investigative-Reporting/274594299227626,,https://www.youtube.com/channel/UCHQkgz0TMe8sNUJZR-_FOjQ,,"The Wole Soyinka Centre for Investigative Journalism (WSCIJ) is based in Lagos, Nigeria. Since its founding in 2005, WSCIJ has worked to reward best practices in investigative reporting through its Wole Soyinka Award for Investigative Journalism, Nigeria’s top investigative journalism award. The Centre also engages in media training, resource development, and advocacy to advance the ethics of inclusion, transparency, and accountability among investigative reporters in Nigeria."
"World Press Institute, US", 1961,http://www.worldpressinstitute.org/,https://twitter.com/worldpressinst,,,,,"The World Press Institute was founded in 1961 and, since then, over 500 international journalists have participated in its fellowship program. A private, nonprofit organization supported by a wide range of foundations, local and national media, multinational U.S. corporations, and individuals from all over the world, the World Press Institute is located in Minneapolis/St. Paul, Minnesota."
ZAM, 2007,http://www.zammagazine.com/index-en.html,https://twitter.com/zamchronicle,https://fb.com/zamthemagazine,,,,"In accordance with its motto “Investigate, Imagine, Inspire,” ZAM publishes quality investigations, news, opinion, creative expression, and photography from Africa. ZAM’s focus on countering stereotypes and cliches about Africa is the basis of a structural interest in African investigative journalism. Its flagship project is ZAM Chronicle, an every-six-week online magazine that publishes and syndicates the work of African investigative journalists."
Ziarul de Gardă (Moldova), 2004,https://www.zdg.md/,https://twitter.com/ziarul_de_garda,https://fb.com/zdg.md/,,,,"Ziarul de Gardă (Moldova) was launched in 2004 as an investigative reporting newspaper. Based in the capital Chisinau, Ziarul de Garda now publishes on all media platforms (print newspaper, web sites, TV and radio programs, social networks) in two languages — Romanian and Russian. ZdG releases investigative stories to a very diverse media market and its reporters work to expose corruption and human rights violations."
