,Title,Company,Location,Post_Date,URL,Current Status,Source,Description
156,Robert H. Taylor Curator of Literary and Historical Manuscripts,The Morgan Library & Museum,"New York, NY 10016 (Gramercy area)",2018-11-13 19:37:34,https://www.indeed.com/viewjob?jk=bba2253824df6ea7,NaN,indeed,NaN
157,Campaign Researcher,UNITE HERE,"Los Angeles, CA",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=f18644849c4323d3,NaN,indeed,NaN
158,Digital Curator,Hearst Television Inc.,"Pittsburgh, PA",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=48c937e1d52f61d0,NaN,indeed,NaN
159,Editorial Staff Writer,Outdoor Sportsman Group,"Tulsa, OK",2018-11-08 17:37:36,https://www.indeed.com/viewjob?jk=ecf7a1f532325945,NaN,indeed,NaN
160,"Reporter, U.S. Power Sector",S&P GLOBAL MARKET INTELLIGENCE,"Arlington, VA 22202 (Aurora Highlands area)",2018-11-10 17:37:36,https://www.indeed.com/viewjob?jk=388cb157d62f67c9,NaN,indeed,1.0
161,CheddarU Student Correspondent,Cheddar,"New York, NY",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=53e14939b23a56b9,NaN,indeed,NaN
162,Manager of Coverage and Content,Cox Media Group,"Tulsa, OK",2018-11-09 17:37:36,https://www.indeed.com/viewjob?jk=ba2ad498a6480a2a,NaN,indeed,NaN
163,Broadcast Journalist,Air Force Reserve,United States,2018-11-11 17:37:36,https://www.indeed.com/viewjob?jk=59e2c4f6b31ba259,NaN,indeed,NaN
164,Photographer,Circa,"Culver City, CA",2018-10-27 17:37:36,https://www.indeed.com/viewjob?jk=83063ac1ac07ba40,NaN,indeed,NaN
165,Multi Media Journalist/Morning Enterprise Reporter,Nexstar Broadcasting,"Tampa, FL",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=257ca9feed6d4ac3,NaN,indeed,NaN
166,Europe and Central Asia Research Associate,Committee to Protect Journalists,"New York, NY",2018-11-01 17:37:38,https://www.indeed.com/viewjob?jk=3f1249de4cd4e15e,NaN,indeed,1.0
167,"Visual Storyteller, Dallas",NBCUniversal,"Dallas-Fort Worth, TX",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=7da95ce985b6001a,NaN,indeed,NaN
168,Fellowship -- Developer/Opinion Visuals,The New York Times,"New York, NY",2018-11-06 17:37:38,https://www.indeed.com/viewjob?jk=f38dc36a2f029e21,NaN,indeed,NaN
169,Music Host and Producer,Temple University,"Philadelphia, PA",2018-11-09 17:37:38,https://www.indeed.com/viewjob?jk=caa84cb9880536b7,NaN,indeed,NaN
170,"Spring 2019 Undergraduate Internship, Communications, NY & DC",ACLU,"New York, NY",2018-11-14 11:37:38,https://www.indeed.com/viewjob?jk=dbc3bccaad8a982f,NaN,indeed,NaN
171,Fellowship -- Editor/Graphics,The New York Times,"New York, NY",2018-11-06 17:37:38,https://www.indeed.com/viewjob?jk=fdc30749944ab4c8,NaN,indeed,2.0
172,The New York Times Student Journalism Institute 2019,The New York Times,"New York, NY",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=90052870193c8a0e,NaN,indeed,NaN
173,National Multimedia Specialist (for Georgian Nationals Only),UN Women,Home Based,2018-11-10 17:37:38,https://www.indeed.com/viewjob?jk=2ccdd789776b27bc,NaN,indeed,NaN
174,National Multimedia Specialist (for Georgian Nationals Only),United Nations Development Programme (UNDP),Home Based,2018-11-10 17:37:38,https://www.indeed.com/viewjob?jk=ea9adb43eed6cb67,NaN,indeed,NaN
175,Communications Assistant,Guttmacher Institute,"New York, NY 10038 (Financial District area)",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=de4c3a5f155aedad,NaN,indeed,NaN
176,Morning Show Reporter / MMJ,TEGNA,"Portland, ME",2018-10-31 17:37:42,https://www.indeed.com/viewjob?jk=d5f42d4f99f91b82,NaN,indeed,NaN
177,Social Video Journalist,Dow Jones,"New York, NY 10176 (Murray Hill area)",2018-10-19 17:37:42,https://www.indeed.com/viewjob?jk=5fe287dc5a14baa8,NaN,indeed,NaN
178,Multi-Media Journalist,Meredith Corporation,"Mobile, AL",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=abc7b7bab3dbcf12,NaN,indeed,NaN
179,Photographer P/T,Nexstar Broadcasting,"Des Moines, IA",2018-11-13 17:37:44,https://www.indeed.com/viewjob?jk=578c179085d8023f,NaN,indeed,NaN
180,MLex Copy Editor,LexisNexis,"Washington, DC 20006 (Foggy Bottom area)",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=9f3991b661c6e7b2,NaN,indeed,NaN
181,Entertainment News Intern,Associated Press,"Los Angeles, CA 90012",2018-10-26 17:37:44,https://www.indeed.com/viewjob?jk=12ce4b4e350887aa,NaN,indeed,NaN
182,"Meteorologist, MMJ",Nexstar Broadcasting,"Youngstown, OH",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=6d3f91e41ce6cef8,NaN,indeed,NaN
183,Guardian Advisor,UC San Diego,"San Diego, CA",2018-11-06 17:37:44,https://www.indeed.com/viewjob?jk=0a53cee944d063c1,NaN,indeed,NaN
184,Sports Intern,Associated Press,New York State,2018-10-26 17:37:44,https://www.indeed.com/viewjob?jk=0282c4d29afb64d3,NaN,indeed,NaN
185,Anschutz Distinguished Fellow in American Studies,Princeton University,"Princeton, NJ",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=0f21c90c1d05dd74,NaN,indeed,NaN
186,Program Assistant,International Center for Journalists (ICFJ),"Washington, DC",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=7dd2cbda7ad144ff,NaN,indeed,NaN
187,PR Specialist,Esri,"Redlands, CA",2018-11-08 17:37:46,https://www.indeed.com/viewjob?jk=3be8580c8902628e,NaN,indeed,NaN
188,Senior Video Journalist (Cinematography),The New York Times,"New York, NY",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=87efc021809bd119,NaN,indeed,NaN
189,Ad Age Data Reporter,Crain Communications,"New York, NY",2018-11-10 17:37:46,https://www.indeed.com/viewjob?jk=4fdfc2e52ab8e629,NaN,indeed,12.0
190,User Researcher,Bose,"Framingham, MA 01701",2018-10-19 17:37:46,https://www.indeed.com/viewjob?jk=0817e0d6660c9db1,NaN,indeed,2.0
191,"PR Executive, Europe (Betfair)",Paddy Power Betfair,"London, OH",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=56d0717f1f961b3a,NaN,indeed,NaN
192,News Reporter,Columbus Telegram,"Columbus, NE",2018-11-07 17:37:46,https://www.indeed.com/viewjob?jk=b64347ffdd255099,NaN,indeed,NaN
193,Multimedia Journalist - WPTV,The E.W. Scripps Company,"West Palm Beach, FL 33401",2018-10-24 17:37:49,https://www.indeed.com/viewjob?jk=4b7ef58d57494df0,NaN,indeed,NaN
194,Visual Storyteller,TEGNA,"Macon, GA",2018-10-19 17:37:49,https://www.indeed.com/viewjob?jk=8dd92765ab1e17a0,NaN,indeed,NaN
195,Internship- Features Reporter,Digital First Media,"Denver, CO",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=c59513438ff56a4d,NaN,indeed,NaN
196,Senior Video Journalist,The New York Times,"New York, NY",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=ac7798b1974c7b28,NaN,indeed,NaN
197,"Video Journalist, In-Depth Explanations",Dow Jones,"New York, NY 10176 (Murray Hill area)",2018-10-19 17:37:49,https://www.indeed.com/viewjob?jk=930fbd364263dbd1,NaN,indeed,NaN
198,Media Reporter,The New York Times,"New York, NY",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=646658b8f9148f5b,NaN,indeed,NaN
199,Multi-Skilled Journalist (Reporter),TEGNA,"Boise, ID",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=13dfa505032455ea,NaN,indeed,NaN
200,"Head of Global Communications, Waze",Google,"New York, NY 10011 (Chelsea area)",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=f6c9b225db78b804,NaN,indeed,NaN
201,Content Editor,Fort Worth Star-Telegram,"Fort Worth, TX",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=cbde06111d30f335,NaN,indeed,1.0
202,Reporter-MMJ,Nexstar Broadcasting,"Savannah, GA",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=65563ea465196c41,NaN,indeed,NaN
203,Communications Specialist,OrangePeople,"Plano, TX",2018-11-14 05:37:51,https://www.indeed.com/viewjob?jk=2feb606fb6018878,NaN,indeed,2.0
204,Staff Editor,The New York Times,"New York, NY",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=1e0b524902377932,NaN,indeed,2.0
205,P/T Photographer/Editor,Nexstar Broadcasting,"Salt Lake City, UT",2018-11-14 05:37:51,https://www.indeed.com/viewjob?jk=fa98fdfebbf45b29,NaN,indeed,NaN
206,"Reporter, News Anchor",Nexstar Broadcasting,"Buffalo, NY",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=4386acd7c71f682d,NaN,indeed,NaN
207,"Brian Lehrer Show Internship, Spring 2019",New York Public Radio,"New York, NY 10036",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=dec41ffd2d4d434c,NaN,indeed,NaN
208,"Video Journalist, News & Analysis",Dow Jones,"Washington, DC 20044 (Downtown area)",2018-11-09 17:37:51,https://www.indeed.com/viewjob?jk=a929b9c85c9cf4a3,NaN,indeed,NaN
209,Reporter/Multimedia Journalist,The E.W. Scripps Company,"Phoenix, AZ 85008 (Camelback East area)",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=1ac7c001a02845c5,NaN,indeed,NaN
210,Reporter,Nexstar Broadcasting,"Columbus, OH",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=bb856971086672d2,NaN,indeed,NaN
211,Reporter/MMJ,Tribune Media Company,"Denver, CO",2018-11-01 17:37:53,https://www.indeed.com/viewjob?jk=46d2d7db109eec0b,NaN,indeed,NaN
212,Education Reporter,The North Carolina Justice Center,"Raleigh, NC 27601 (Central area)",2018-10-22 17:37:53,https://www.indeed.com/viewjob?jk=ac5190444705be6c,NaN,indeed,NaN
213,Workplace Insights Storyteller,Microsoft,"Redmond, WA",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=7b29f4e10d3504e3,NaN,indeed,5.0
214,Weekend Meteorologist/Multimedia Journalist,Nexstar Broadcasting,"Roanoke, VA 24019",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=ffb7b1a48edfff3d,NaN,indeed,NaN
215,Spring 2019 CNN Intern - New Day,Time Warner,"New York, NY",2018-10-27 17:37:53,https://www.indeed.com/viewjob?jk=f71a2bde03a73f24,NaN,indeed,NaN
216,"Media & Litigation Counsel, Reuters, New York/London","MEDIA LAW RESOURCE CENTER, INC. (MLRC)","New York, NY",2018-10-27 17:37:53,https://www.indeed.com/viewjob?jk=5be04db6580e1d50,NaN,indeed,NaN
217,Associate Franchise Publisher,The Oxford Club,"Baltimore, MD 21202 (Old Town area)",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=0a39a246681b094e,NaN,indeed,1.0
218,Business News Reporter,Acuris,"Charlottesville, VA",2018-10-31 17:37:55,https://www.indeed.com/viewjob?jk=7ea2f1e7825511e1,NaN,indeed,1.0
219,Audience Analyst,News & Observer Publishing Co.,"Raleigh, NC",2018-11-03 17:37:55,https://www.indeed.com/viewjob?jk=1dde4efbb54cd3d5,NaN,indeed,6.0
220,Weekend Anchor/ Multi-Skilled Journalist,TEGNA,"Grand Rapids, MI",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=556ccdbc2198a95c,NaN,indeed,NaN
221,Sports Reporter / MSJ,TEGNA,"Phoenix, AZ",2018-11-09 17:37:55,https://www.indeed.com/viewjob?jk=8227ea786f066010,NaN,indeed,NaN
222,Multimedia Journalist - KMTV,The E.W. Scripps Company,"Omaha, NE 68127",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=aab61f7a6065c46a,NaN,indeed,NaN
223,Investigative Multimedia Journalist,The E.W. Scripps Company,"Tucson, AZ 85710",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=2f103b584387a4e9,NaN,indeed,NaN
224,"Finance Reporter, FORTUNE",Meredith Corporation,"New York, NY 10017 (Midtown area)",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=05a3e6e24d4da624,NaN,indeed,NaN
225,Communications Manager,StartX,"Palo Alto, CA",2018-11-01 17:37:58,https://www.indeed.com/viewjob?jk=faefb932acfd0dd6,NaN,indeed,1.0
226,Linguists-IC,Leidos,"Chantilly, VA",2018-10-16 17:37:58,https://www.indeed.com/viewjob?jk=cf9d16972c78054a,NaN,indeed,NaN
227,Talent Buyer Assistant,AEG,"Columbia, SC",2018-10-16 17:37:58,https://www.indeed.com/viewjob?jk=874fe319cbf9f7e7,NaN,indeed,NaN
228,Public Affairs Specialist/Journalist,Alaka`ina Foundation Family of Companies,"Falls Church, VA",2018-10-15 17:37:58,https://www.indeed.com/viewjob?jk=85b940a93175aee9,NaN,indeed,NaN
229,Senior Writer,MIT,"Cambridge, MA",2018-10-31 17:37:58,https://www.indeed.com/viewjob?jk=c3a5578b7eb8b61e,NaN,indeed,NaN
230,Photojournalist,TEGNA,"Boise, ID",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=7cc1011264f8a287,NaN,indeed,NaN
231,Fellowship -- Designer/Editorial News Design,The New York Times,"New York, NY",2018-11-06 17:37:58,https://www.indeed.com/viewjob?jk=cdd60a58e891a7e9,NaN,indeed,NaN
232,Naming and Verbal Identity Associate,Landor,"San Francisco, CA",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=cc75ea279e52386f,NaN,indeed,NaN
233,Internship- Photographer,Digital First Media,"Denver, CO",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=d78db4859e259685,NaN,indeed,NaN
234,MMJ,Tribune Media Company,"Philadelphia, PA",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=3c529cdf9da1d182,NaN,indeed,NaN
235,Senior Editor,The Telegraph (Macon),"Macon, GA",2018-10-24 17:38:00,https://www.indeed.com/viewjob?jk=f6ce5a72b12aa465,NaN,indeed,1.0
236,Reference Librarian for Printed Collections,Greater New York Metropolitan Area Chapter,"New York, NY",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=4bc4cb7ce94104c0,NaN,indeed,NaN
237,Photographer,Meredith Corporation,"Phoenix, AZ",2018-11-03 17:38:00,https://www.indeed.com/viewjob?jk=5597b30ce6af84a5,NaN,indeed,NaN
238,Reporter,Digital First Media,"Temecula, CA",2018-10-27 17:38:00,https://www.indeed.com/viewjob?jk=5bb1bf7be8e187cf,NaN,indeed,NaN
239,Fellowship -- Reporter/Visual Investigations/Video,The New York Times,"New York, NY",2018-11-06 17:38:00,https://www.indeed.com/viewjob?jk=38a0116e21ce46c2,NaN,indeed,NaN
240,"Technician, Operations",Nexstar Broadcasting,"Albany, NY",2018-10-17 17:38:00,https://www.indeed.com/viewjob?jk=9b1ce9b82a2622f2,NaN,indeed,NaN
241,VP - Business Operations & Insights (ABC News),Media Networks,"New York, NY",2018-11-10 17:38:00,https://www.indeed.com/viewjob?jk=595a5b8b21768f75,NaN,indeed,5.0
242,"Regional Communications Manager, Beyond Coal Campaign",Sierra Club,Remote,2018-10-27 17:38:02,https://www.indeed.com/viewjob?jk=9ca11ef6f77da9fb,NaN,indeed,NaN
243,"Job 1670, Sports Editor - Glenwood Springs Post Independent",Swift Communications Inc,"Glenwood Springs, CO",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=42c61a56eaf02d07,NaN,indeed,NaN
244,Asia Entertainment Editor,Associated Press,Oregon,an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=2fd4d696447ebaf4,NaN,indeed,NaN
245,"Staff Writer, Boston.com",The Boston Globe,"Boston, MA 02210 (South Boston area)",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=fae06a8d3750e46e,NaN,indeed,1.0
246,Weekend Anchor / MSJ,TEGNA,"Tyler, TX",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=81f72a6992f1b5b6,NaN,indeed,NaN
247,Intern,TEGNA,"St. Louis, MO",2018-10-16 17:38:02,https://www.indeed.com/viewjob?jk=0c017b890acdbea4,NaN,indeed,NaN
248,Senior Director of Communications,Flowers Foods Corporate,"Thomasville, GA",2018-11-13 23:38:02,https://www.indeed.com/viewjob?jk=9778d2c2fb23314f,NaN,indeed,NaN
249,Writer/Content Producer,Montana State University,"Bozeman, MT",2018-11-03 17:38:02,https://www.indeed.com/viewjob?jk=40efbf1dcc9e973b,NaN,indeed,NaN
250,Weekend Weather MSJ,TEGNA,"Sacramento, CA",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=96094581dec5f6e8,NaN,indeed,NaN
251,Communication Specialist - Year Round - Stevens Pass,Vail Resorts,"Stevens, WA",2018-10-24 17:38:04,https://www.indeed.com/viewjob?jk=77bb160396df64e3,NaN,indeed,NaN
252,TES Communications & Journalism - School of Forestry & Wildlife Sciences,Auburn University,"Auburn, AL",2018-11-09 17:38:04,https://www.indeed.com/viewjob?jk=1f7fd2d67f4244b7,NaN,indeed,NaN
253,Editorial Director,Haven Life,"New York, NY 10010 (Gramercy area)",2018-11-06 17:38:04,https://www.indeed.com/viewjob?jk=3b40f73f92b3e4d9,NaN,indeed,1.0
254,"West Coast Regional Communications Manager, Beyond Coal Campaign",Sierra Club,Remote,2018-11-02 17:38:04,https://www.indeed.com/viewjob?jk=170fe26717ef2a17,NaN,indeed,NaN
255,"Managing Editor, Signal Newsletter",Eurasia Group,Remote,an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=e50dbd75f7c02652,NaN,indeed,NaN
256,Regional Editor,CoStar Group,"Dallas, TX 75201 (City Center District area)",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=455c75e587a1723d,NaN,indeed,2.0
257,Communication Officer - DE-2018-FGIII/110,EUROCONTROL - Supporting European Aviation,Idaho,an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=ebfedbf32822a123,NaN,indeed,NaN
258,"Orange County Reporter, KABC-TV",Media Networks,"Glendale, CA",2018-10-20 17:38:07,https://www.indeed.com/viewjob?jk=59e0633c679ec009,NaN,indeed,NaN
259,Editor - KTNV,The E.W. Scripps Company,"Las Vegas, NV 89102 (Rancho Charleston area)",2018-10-27 17:38:07,https://www.indeed.com/viewjob?jk=33ff487f52c4bac1,NaN,indeed,NaN
260,Media Trainer - Consultant,IREX,"Washington, DC",2018-10-23 17:38:07,https://www.indeed.com/viewjob?jk=1d354274dfa42b31,NaN,indeed,1.0
261,President,THE NEWBERRY LIBRARY,"Chicago, IL",2018-10-19 17:38:07,https://www.indeed.com/viewjob?jk=97cd086c3f125409,NaN,indeed,NaN
262,Internship - Spring 2019 (January - April/May),C-SPAN,"Washington, DC",2018-11-11 17:38:07,https://www.indeed.com/viewjob?jk=f63795c410918763,NaN,indeed,NaN
263,Program Intern,International Center for Journalists (ICFJ),"Washington, DC",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=2a723199750c2d29,NaN,indeed,NaN
264,Multi-Skilled Journalist (MSJ) / Reporter,TEGNA,"San Diego, CA",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=efe10011ed1608cf,NaN,indeed,NaN
265,News Director,KDNK Radio,"Carbondale, CO 81623",2018-11-03 17:38:09,https://www.indeed.com/viewjob?jk=091962698bcd3a90,NaN,indeed,NaN
266,Spring 2019 CNN Intern - CNN en Espanol,Time Warner,"New York, NY",2018-11-01 17:38:09,https://www.indeed.com/viewjob?jk=b430efaff638ffa6,NaN,indeed,NaN
267,Talent & Happiness Associate,Devex,"Washington, DC",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=8b9065ff625a1870,NaN,indeed,1.0
268,Evaluator,Dallas Museum of Art,"Dallas, TX 75201 (City Center District area)",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=93604c6e663d9655,NaN,indeed,8.0
269,PUBLIC RELATIONS SPECIALIST,Coalition Technologies,"Culver City, CA 90232",2018-11-14 05:38:09,https://www.indeed.com/viewjob?jk=f21707848b6bdca5,NaN,indeed,NaN
270,Linguists,Leidos,"Chantilly, VA",2018-10-16 17:38:09,https://www.indeed.com/viewjob?jk=b1e8d0a064b14577,NaN,indeed,1.0
271,"Newsroom Coordinator, Talent",Dow Jones,"New York, NY 10176 (Murray Hill area)",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=f84c5d250126e3d7,NaN,indeed,NaN
272,Weekend Producer / Multi Skilled Journalist,TEGNA,"Little Rock, AR",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=a9a621cf1c3f71ab,NaN,indeed,NaN
273,Internship - Fall 2019 (September - December),C-SPAN,"Washington, DC",2018-11-11 17:38:11,https://www.indeed.com/viewjob?jk=50d582eaf10505ec,NaN,indeed,NaN
274,Opinion Writer,Digital First Media,"Riverside, CA",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=491375e4ec3589c2,NaN,indeed,NaN
275,Anchor,Tribune Media Company,"Philadelphia, PA",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=4f0e05007bdf054e,NaN,indeed,NaN
276,News Reporter,Sioux City Journal,"Sioux City, IA",2018-10-25 17:38:11,https://www.indeed.com/viewjob?jk=e1cdde5fb0a4beb2,NaN,indeed,NaN
277,Webmaster (Global),Argus Media,"Houston, TX 77056 (Galleria-Uptown area)",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=1410f7715d4c61dd,NaN,indeed,1.0
278,College Sports Writer,A. H. Belo Corporation,"Dallas, TX 75201 (City Center District area)",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=0616b0708d8a3ca5,NaN,indeed,NaN
279,"Site manager, On the Forecheck (Nashville Predators)",Vox Media,"Nashville, TN",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=14b50ed43b89f8f5,NaN,indeed,NaN
280,Page Designer - Intern,Lee Design Center - Munster,United States,an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=337cc71969248e0a,NaN,indeed,NaN
281,"Editorial Director, NYTLive",The New York Times,"New York, NY",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=576519e5454dbef4,NaN,indeed,NaN
282,Head of Data Solutions,Dow Jones,"New York, NY 10176 (Murray Hill area)",2018-11-10 17:38:13,https://www.indeed.com/viewjob?jk=f244217057acebc8,NaN,indeed,11.0
283,Public Relations Specialist,Grayscale Entertainment Marketing,"Nashville, TN",2018-11-01 17:38:13,https://www.indeed.com/viewjob?jk=05e217ed3614e2d5,NaN,indeed,NaN
284,Communications Manager,UCLA,"Los Angeles, CA",2018-11-02 17:38:13,https://www.indeed.com/viewjob?jk=8feda1c72f475be2,NaN,indeed,NaN
285,Podcast Producer,The University of Chicago,"Chicago, IL",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=f32f8d196dde9060,NaN,indeed,NaN
286,Publicist,Harvard University,"Cambridge, MA",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=96c6205bb667c404,NaN,indeed,NaN
287,Sporting News Winter/Spring Internship,PERFORM Group,"New York, NY",2018-10-24 17:38:13,https://www.indeed.com/viewjob?jk=0dcb4f3b9f1f4ecc,NaN,indeed,NaN
288,Media Trainer - Consultant (Francophone),IREX,"Washington, DC",2018-10-23 17:38:13,https://www.indeed.com/viewjob?jk=bb30404ac1481150,NaN,indeed,1.0
289,Tax Correspondent,LexisNexis,"New York, NY",2018-10-17 17:38:15,https://www.indeed.com/viewjob?jk=05b3a84384ceea52,NaN,indeed,NaN
290,"Reporter, News",Nexstar Broadcasting,"Spartanburg, SC",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=808446cde2dd4a5c,NaN,indeed,NaN
291,Wall Street Banks Correspondent (Level 1 Journalist),Thomson Reuters,"New York, NY 10036",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=2a5ab8f5e8ba65d2,NaN,indeed,NaN
292,"Weekend Anchor/General Assignment Reporter, KABC-TV",Media Networks,"Glendale, CA",2018-11-01 17:38:15,https://www.indeed.com/viewjob?jk=c9c622d19ade0958,NaN,indeed,NaN
293,Reporter,Globe Gazette,"Mason City, IA 50401",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=4e608ac04b8bcd5d,NaN,indeed,NaN
294,Accounts Payable Clerk,Center for International Private Enterprise,"Washington, DC",2018-11-06 17:38:15,https://www.indeed.com/viewjob?jk=aa1b3ed23bfa07df,NaN,indeed,1.0
295,Head of Content,Castle Global,"San Francisco, CA",2018-10-17 17:38:15,https://www.indeed.com/viewjob?jk=5317021ed96c89ac,NaN,indeed,7.0
296,Media Relations Specialist,New York District Attorney's Office,"New York, NY",2018-10-27 17:38:15,https://www.indeed.com/viewjob?jk=a6e91a1262742b02,NaN,indeed,NaN
297,Social Media Intern,The Fox Magazine,"El Segundo, CA 90245",2018-11-08 17:38:16,https://www.indeed.com/viewjob?jk=a4d59d3e879299ee,NaN,indeed,NaN
298,"Senior Editor, LCD",S&P GLOBAL MARKET INTELLIGENCE,United States,2018-10-16 17:38:16,https://www.indeed.com/viewjob?jk=18c28a492931d6df,NaN,indeed,4.0
299,"Sr. Content Editor, Politics",Tribune Publishing,"Orlando, FL",2018-10-28 17:38:16,https://www.indeed.com/viewjob?jk=891d345286f385ef,NaN,indeed,NaN
300,REGIONAL VOLUNTEER COORDINATOR,Georgia Department of Juvenile Justice,"Decatur, GA",2018-11-09 17:38:16,https://www.indeed.com/viewjob?jk=2955b8f4659d0a9d,NaN,indeed,NaN
301,Markets Reporter - ICIS - Houston,Reed Business Information,"Houston, TX",2018-10-31 17:38:16,https://www.indeed.com/viewjob?jk=bc42b78825463e9b,NaN,indeed,6.0
302,Senior Video Journalist - Open Source Reporting,The New York Times,"New York, NY",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=20fce6dff4f15bc4,NaN,indeed,NaN
303,Area Dir of Public Relations,Loews Hotels,"Hollywood, CA",2018-11-12 17:38:16,https://www.indeed.com/viewjob?jk=9be662e2b11ab750,NaN,indeed,NaN
304,News & Strategic Communications Coordinator,Scripps College,"Claremont, CA 91711",2018-11-14 02:38:16,https://www.indeed.com/viewjob?jk=287a395946a4fbb1,NaN,indeed,NaN
305,"Designer, News and Features","Star Tribune Media Company, LLC.","Minneapolis, MN",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=c36b654cba535453,NaN,indeed,NaN
306,Producer - Newsgathering,Al Jazeera Media Network,"Washington, DC",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=e58d145ed75ca53e,NaN,indeed,NaN
307,"Program Assistant, Maghreb, Middle East and North Africa",Center for International Private Enterprise,"Washington, DC",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=3152bdfb49e7e41e,NaN,indeed,NaN
308,Reporter/Multimedia Journalist-temporary opportunity,The E.W. Scripps Company,"Milwaukee, WI 53212 (Harambee area)",2018-10-20 17:38:18,https://www.indeed.com/viewjob?jk=b41268a22a639013,NaN,indeed,NaN
309,Multi Media Journalist - Spectrum News,Spectrum,"Salisbury, NC",2018-11-11 17:38:18,https://www.indeed.com/viewjob?jk=43bfbc0ec43dd37e,NaN,indeed,NaN
310,Journalism Trainer,Internews,"Washington, DC 20036 (Downtown area)",2018-10-30 17:38:18,https://www.indeed.com/viewjob?jk=52369f9daed774ad,NaN,indeed,1.0
311,Reporter,Cox Media Group,"Tulsa, OK",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=b271e4fc1ee7a4d3,NaN,indeed,NaN
